Attrition,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,DistanceFromHome,AgeGroup,TenureGroup
1,38,Male,Research & Development,Manufacturing Director,2,4855,0,2,3,7,5,1,2,30-39,3-5 Years
0,32,Male,Research & Development,Research Scientist,2,4087,0,1,2,9,6,1,1,30-39,6-10 Years
0,48,Female,Research & Development,Research Scientist,1,2367,0,1,2,10,8,7,15,40-49,6-10 Years
0,34,Male,Research & Development,Research Scientist,1,2972,0,4,1,1,1,0,7,30-39,0-2 Years
0,55,Male,Sales,Manager,5,19586,0,4,3,36,36,2,26,50+,10+ Years
0,34,Male,Research & Development,Research Scientist,2,5484,0,4,2,9,2,2,1,30-39,0-2 Years
0,26,Female,Research & Development,Research Scientist,1,2061,0,4,3,1,1,0,3,Under 30,0-2 Years
0,38,Male,Sales,Sales Executive,2,9924,0,2,3,10,9,7,14,30-39,6-10 Years
0,38,Female,Sales,Sales Executive,2,4198,0,2,4,8,3,1,16,30-39,3-5 Years
0,36,Female,Sales,Sales Executive,2,6815,0,3,3,15,1,0,1,30-39,0-2 Years
0,29,Male,Research & Development,Laboratory Technician,1,4723,1,1,3,10,10,1,3,Under 30,6-10 Years
0,35,Female,Research & Development,Healthcare Representative,2,6142,1,3,3,10,5,0,10,30-39,3-5 Years
0,39,Male,Sales,Sales Executive,3,8237,0,3,3,11,7,7,6,30-39,6-10 Years
0,29,Male,Research & Development,Healthcare Representative,2,8853,0,4,4,6,6,1,2,Under 30,6-10 Years
0,50,Male,Sales,Manager,5,19331,1,3,3,27,1,0,9,40-49,0-2 Years
0,23,Male,Research & Development,Research Scientist,1,2073,0,3,3,4,2,2,10,Under 30,0-2 Years
0,36,Male,Research & Development,Laboratory Technician,2,5562,1,1,3,9,3,0,6,30-39,3-5 Years
0,42,Male,Research & Development,Manager,5,19613,0,4,3,24,1,0,9,40-49,0-2 Years
0,35,Male,Research & Development,Laboratory Technician,2,3407,0,3,2,10,10,6,28,30-39,6-10 Years
0,34,Male,Research & Development,Healthcare Representative,2,5063,0,3,2,8,8,7,10,30-39,6-10 Years
0,40,Female,Sales,Sales Executive,2,4639,0,1,3,5,5,1,14,30-39,3-5 Years
0,43,Male,Research & Development,Laboratory Technician,1,4876,0,2,3,8,6,0,27,40-49,6-10 Years
0,35,Male,Research & Development,Laboratory Technician,1,2690,0,4,2,1,1,0,7,30-39,0-2 Years
0,46,Male,Sales,Manager,4,17567,0,1,1,27,26,0,1,40-49,10+ Years
1,28,Male,Research & Development,Laboratory Technician,1,2408,1,2,3,1,1,0,24,Under 30,0-2 Years
0,22,Female,Research & Development,Research Scientist,1,2814,1,3,2,4,4,1,26,Under 30,3-5 Years
0,50,Male,Research & Development,Healthcare Representative,4,11245,1,3,3,32,30,12,20,40-49,10+ Years
0,32,Female,Research & Development,Research Scientist,1,3312,0,4,3,6,3,0,5,30-39,3-5 Years
0,44,Female,Research & Development,Research Director,5,19049,1,4,2,23,22,1,7,40-49,10+ Years
0,30,Male,Research & Development,Research Scientist,1,2141,0,2,2,6,6,1,7,Under 30,6-10 Years
0,45,Female,Research & Development,Laboratory Technician,2,5769,1,1,3,10,10,1,5,40-49,6-10 Years
0,45,Male,Sales,Sales Executive,2,4385,0,1,3,10,10,4,26,40-49,6-10 Years
0,31,Male,Sales,Sales Executive,2,5332,0,1,3,10,5,0,2,30-39,3-5 Years
0,36,Female,Research & Development,Manufacturing Director,2,4663,1,3,3,7,3,1,12,30-39,3-5 Years
0,34,Male,Research & Development,Manufacturing Director,2,4724,0,4,3,9,9,7,10,30-39,6-10 Years
0,49,Female,Research & Development,Laboratory Technician,1,3211,0,1,2,10,9,1,25,40-49,6-10 Years
0,39,Male,Research & Development,Manufacturing Director,2,5377,0,1,3,10,7,7,10,30-39,6-10 Years
0,27,Male,Research & Development,Laboratory Technician,1,4066,0,1,3,7,7,0,19,Under 30,6-10 Years
0,35,Male,Research & Development,Research Scientist,2,5208,0,1,3,16,16,1,18,30-39,10+ Years
0,28,Female,Research & Development,Manufacturing Director,2,4877,0,1,2,6,5,0,27,Under 30,3-5 Years
0,21,Male,Research & Development,Research Scientist,1,3117,0,4,3,3,2,2,5,Under 30,0-2 Years
1,18,Female,Sales,Sales Representative,1,1569,1,4,4,0,0,0,3,Under 30,0-2 Years
0,47,Female,Human Resources,Manager,5,19658,0,3,3,27,5,1,26,40-49,3-5 Years
0,39,Male,Research & Development,Laboratory Technician,2,3069,0,3,3,11,10,0,3,30-39,6-10 Years
0,40,Female,Research & Development,Manufacturing Director,3,10435,0,3,3,18,18,14,15,30-39,10+ Years
0,35,Female,Research & Development,Healthcare Representative,2,4148,0,3,3,15,14,2,8,30-39,10+ Years
0,37,Male,Research & Development,Manufacturing Director,2,5768,0,3,2,9,4,0,19,30-39,3-5 Years
0,39,Female,Research & Development,Manufacturing Director,2,5042,0,3,1,10,9,3,4,30-39,6-10 Years
0,45,Female,Research & Development,Manufacturing Director,2,5770,0,4,3,10,10,3,2,40-49,6-10 Years
0,38,Female,Research & Development,Manufacturing Director,3,7756,1,3,4,10,5,0,2,30-39,3-5 Years
1,35,Male,Sales,Sales Executive,3,10306,0,1,3,15,13,6,10,30-39,10+ Years
0,37,Female,Research & Development,Research Scientist,1,3936,0,2,1,8,8,7,10,30-39,6-10 Years
0,40,Female,Research & Development,Manufacturing Director,3,7945,1,4,2,18,4,3,16,30-39,3-5 Years
0,44,Male,Human Resources,Human Resources,2,5743,1,4,3,14,10,0,1,40-49,6-10 Years
0,48,Male,Research & Development,Manager,4,15202,0,4,3,23,2,2,4,40-49,0-2 Years
1,35,Male,Sales,Sales Executive,2,5440,1,4,2,7,2,2,15,30-39,0-2 Years
0,24,Female,Research & Development,Research Scientist,1,3760,1,4,3,6,6,1,2,Under 30,6-10 Years
0,27,Female,Research & Development,Research Scientist,1,3517,0,3,3,5,3,0,8,Under 30,3-5 Years
0,27,Male,Research & Development,Research Scientist,1,2580,0,4,2,6,4,1,2,Under 30,3-5 Years
1,40,Male,Research & Development,Laboratory Technician,1,2166,1,1,1,10,4,0,7,30-39,3-5 Years
0,29,Male,Sales,Sales Executive,2,5869,0,3,3,8,5,1,10,Under 30,3-5 Years
0,36,Female,Research & Development,Healthcare Representative,3,8008,0,1,3,9,3,0,5,30-39,3-5 Years
0,25,Male,Research & Development,Manufacturing Director,2,5206,0,3,3,7,7,0,2,Under 30,6-10 Years
0,39,Male,Research & Development,Manufacturing Director,2,5295,0,2,3,7,5,1,12,30-39,3-5 Years
0,49,Female,Research & Development,Research Director,4,16413,0,2,3,27,4,1,22,40-49,3-5 Years
0,50,Female,Research & Development,Research Director,3,13269,0,1,3,19,14,1,17,40-49,10+ Years
0,20,Female,Sales,Sales Representative,1,2783,0,3,3,2,2,2,2,Under 30,0-2 Years
0,34,Female,Research & Development,Research Scientist,2,5433,0,2,3,11,11,7,3,30-39,10+ Years
0,36,Male,Research & Development,Laboratory Technician,1,2013,0,2,3,15,4,1,7,30-39,3-5 Years
0,49,Female,Research & Development,Healthcare Representative,4,13966,1,3,3,30,15,2,6,40-49,10+ Years
0,36,Female,Research & Development,Manufacturing Director,2,4374,0,3,3,4,3,1,1,30-39,3-5 Years
0,36,Male,Research & Development,Healthcare Representative,2,6842,0,1,3,13,5,0,3,30-39,3-5 Years
0,54,Female,Research & Development,Manager,4,17426,0,3,3,36,10,4,22,50+,6-10 Years
0,43,Male,Research & Development,Research Director,4,17603,0,3,3,14,14,6,15,40-49,10+ Years
1,35,Male,Sales,Sales Executive,2,4581,1,4,4,13,11,6,12,30-39,10+ Years
0,38,Male,Research & Development,Research Scientist,2,4735,0,4,4,19,13,2,1,30-39,10+ Years
0,29,Male,Sales,Sales Executive,2,4187,1,2,2,10,10,0,5,Under 30,6-10 Years
0,33,Male,Sales,Sales Executive,2,5505,0,4,3,6,6,0,2,30-39,6-10 Years
0,32,Male,Research & Development,Research Scientist,2,5470,0,2,2,10,9,1,2,30-39,6-10 Years
0,31,Female,Sales,Sales Executive,2,5476,0,4,3,10,10,0,5,30-39,6-10 Years
0,49,Female,Research & Development,Laboratory Technician,1,2587,1,1,2,17,2,2,16,40-49,0-2 Years
0,38,Female,Research & Development,Laboratory Technician,1,2440,0,2,3,4,4,3,2,30-39,3-5 Years
0,47,Female,Sales,Manager,4,15972,0,2,3,29,3,1,2,40-49,3-5 Years
0,49,Male,Research & Development,Manager,4,15379,0,3,3,23,8,0,1,40-49,6-10 Years
0,41,Male,Sales,Sales Executive,3,7082,1,3,3,21,2,0,23,40-49,0-2 Years
0,20,Male,Sales,Sales Representative,1,2728,0,1,3,2,2,0,9,Under 30,0-2 Years
0,33,Female,Sales,Sales Executive,2,5368,1,4,3,7,6,1,16,30-39,6-10 Years
0,36,Male,Research & Development,Healthcare Representative,2,5347,0,3,2,10,3,0,26,30-39,3-5 Years
0,44,Female,Human Resources,Human Resources,1,3195,1,4,3,8,2,2,1,40-49,0-2 Years
1,23,Male,Research & Development,Laboratory Technician,1,3989,1,3,3,5,5,1,8,Under 30,3-5 Years
0,38,Female,Research & Development,Laboratory Technician,1,3306,0,3,2,7,0,0,4,30-39,0-2 Years
0,53,Male,Research & Development,Healthcare Representative,3,7005,0,4,3,11,4,1,24,50+,3-5 Years
1,48,Female,Sales,Sales Representative,1,2655,1,3,3,19,9,7,7,40-49,6-10 Years
1,32,Male,Research & Development,Laboratory Technician,1,1393,0,2,3,1,1,0,2,30-39,0-2 Years
0,26,Male,Research & Development,Laboratory Technician,1,2570,0,4,3,7,7,5,7,Under 30,6-10 Years
0,55,Male,Research & Development,Research Scientist,1,3537,0,2,3,8,4,1,22,50+,3-5 Years
0,34,Male,Research & Development,Laboratory Technician,2,3986,0,4,4,15,15,4,5,30-39,10+ Years
0,60,Male,Research & Development,Healthcare Representative,3,10883,0,4,4,19,1,0,1,50+,0-2 Years
0,33,Male,Research & Development,Laboratory Technician,1,2028,0,2,3,14,14,2,21,30-39,10+ Years
0,37,Male,Sales,Sales Executive,2,9525,0,4,2,6,6,1,1,30-39,6-10 Years
0,34,Female,Research & Development,Research Scientist,1,2929,0,4,3,10,10,8,19,30-39,6-10 Years
1,23,Male,Sales,Sales Representative,1,2275,1,4,3,3,3,0,7,Under 30,3-5 Years
0,44,Female,Research & Development,Healthcare Representative,3,7879,1,4,3,9,8,6,2,40-49,6-10 Years
0,35,Male,Research & Development,Research Scientist,1,4930,1,4,4,6,5,1,2,30-39,3-5 Years
0,43,Male,Sales,Sales Executive,2,7847,1,4,3,10,10,8,2,40-49,6-10 Years
0,24,Male,Research & Development,Research Scientist,1,4401,0,3,3,5,5,0,9,Under 30,3-5 Years
0,41,Male,Sales,Sales Executive,3,9241,0,3,3,10,10,8,6,40-49,6-10 Years
0,29,Female,Research & Development,Laboratory Technician,1,2974,0,3,3,9,5,1,9,Under 30,3-5 Years
0,36,Female,Sales,Sales Representative,2,4502,0,4,2,17,13,6,2,30-39,10+ Years
0,45,Male,Research & Development,Healthcare Representative,3,10748,0,3,2,25,23,14,1,40-49,10+ Years
1,24,Male,Human Resources,Human Resources,1,1555,0,3,3,1,1,0,22,Under 30,0-2 Years
1,47,Male,Sales,Sales Executive,4,12936,0,3,1,25,23,14,9,40-49,10+ Years
0,26,Male,Research & Development,Laboratory Technician,1,2305,0,3,4,3,3,0,17,Under 30,3-5 Years
0,45,Female,Research & Development,Research Director,4,16704,0,2,3,21,21,8,28,40-49,10+ Years
0,32,Male,Research & Development,Research Scientist,1,3433,0,3,2,10,5,1,10,30-39,3-5 Years
0,31,Male,Research & Development,Laboratory Technician,1,3477,0,3,4,6,5,0,2,30-39,3-5 Years
0,41,Male,Human Resources,Human Resources,2,6430,0,2,3,10,3,1,4,40-49,3-5 Years
0,40,Female,Research & Development,Manufacturing Director,2,6516,1,1,3,18,1,0,8,30-39,0-2 Years
0,24,Male,Research & Development,Laboratory Technician,1,3907,0,1,4,6,6,1,29,Under 30,6-10 Years
0,46,Male,Research & Development,Healthcare Representative,2,5562,0,2,3,19,10,0,13,40-49,6-10 Years
0,35,Male,Research & Development,Manufacturing Director,2,6883,0,3,3,17,7,0,27,30-39,6-10 Years
0,30,Male,Research & Development,Research Scientist,1,2862,0,4,2,10,10,0,16,Under 30,6-10 Years
0,47,Male,Sales,Sales Executive,2,4978,0,2,1,4,1,0,2,40-49,0-2 Years
0,46,Male,Sales,Sales Executive,3,10368,1,4,2,13,10,0,2,40-49,6-10 Years
1,36,Male,Sales,Sales Executive,2,6134,1,1,3,16,2,2,13,30-39,0-2 Years
1,32,Male,Sales,Sales Executive,2,6735,0,2,3,10,0,0,1,30-39,0-2 Years
0,23,Female,Research & Development,Laboratory Technician,1,3295,0,2,1,3,3,1,4,Under 30,3-5 Years
0,31,Female,Research & Development,Manufacturing Director,2,5238,0,4,2,9,5,1,24,30-39,3-5 Years
0,39,Male,Research & Development,Laboratory Technician,2,6472,1,4,3,9,9,5,1,30-39,6-10 Years
0,32,Male,Sales,Sales Executive,3,9610,0,3,1,10,4,0,19,30-39,3-5 Years
0,40,Male,Sales,Manager,5,19833,0,2,2,21,21,12,7,30-39,10+ Years
0,45,Female,Human Resources,Human Resources,3,9756,0,3,4,9,5,0,4,40-49,3-5 Years
0,30,Female,Research & Development,Research Scientist,1,4968,0,1,3,10,9,0,2,Under 30,6-10 Years
0,24,Male,Human Resources,Human Resources,1,2145,0,4,3,3,2,2,10,Under 30,0-2 Years
1,30,Female,Human Resources,Human Resources,1,2180,0,4,2,6,4,1,8,Under 30,3-5 Years
0,31,Male,Sales,Sales Executive,2,8346,0,3,3,6,5,0,5,30-39,3-5 Years
0,27,Female,Research & Development,Research Scientist,1,3445,0,4,2,6,6,1,8,Under 30,6-10 Years
1,29,Female,Sales,Sales Representative,1,2760,0,2,3,2,2,2,9,Under 30,0-2 Years
0,29,Male,Research & Development,Healthcare Representative,2,6294,1,3,4,10,3,0,1,Under 30,3-5 Years
0,30,Male,Sales,Sales Executive,3,7140,0,1,3,12,7,1,15,Under 30,6-10 Years
0,34,Male,Research & Development,Research Scientist,1,2932,1,4,3,6,5,1,2,30-39,3-5 Years
0,33,Female,Sales,Sales Executive,2,5147,0,2,2,13,11,1,2,30-39,10+ Years
0,49,Female,Sales,Sales Executive,2,4507,0,4,4,8,5,0,11,40-49,3-5 Years
1,33,Female,Sales,Sales Executive,3,8564,1,1,2,11,0,0,16,30-39,0-2 Years
0,38,Female,Research & Development,Laboratory Technician,1,2468,0,2,2,9,6,0,2,30-39,6-10 Years
1,31,Male,Sales,Sales Executive,3,8161,0,3,3,10,1,0,16,30-39,0-2 Years
0,29,Female,Research & Development,Research Scientist,1,2109,0,1,3,1,1,0,4,Under 30,0-2 Years
0,30,Male,Research & Development,Healthcare Representative,2,5294,0,3,3,10,7,1,16,Under 30,6-10 Years
0,32,Male,Research & Development,Research Scientist,1,2718,0,2,3,12,7,0,5,30-39,6-10 Years
0,38,Male,Research & Development,Healthcare Representative,2,5811,1,4,3,15,1,1,18,30-39,0-2 Years
1,43,Male,Research & Development,Research Scientist,1,2437,1,3,3,6,1,0,17,40-49,0-2 Years
0,42,Male,Research & Development,Laboratory Technician,1,2766,0,2,2,7,5,0,12,40-49,3-5 Years
0,55,Male,Research & Development,Research Director,5,19038,0,1,3,34,1,0,2,50+,0-2 Years
0,33,Male,Research & Development,Research Scientist,2,3055,0,2,2,11,9,1,4,30-39,6-10 Years
0,41,Male,Research & Development,Laboratory Technician,1,2289,0,1,3,5,5,0,9,40-49,3-5 Years
0,34,Male,Sales,Sales Executive,2,4001,1,3,3,15,15,0,10,30-39,10+ Years
0,53,Female,Research & Development,Manufacturing Director,4,12965,1,3,2,27,3,0,1,50+,3-5 Years
0,43,Male,Human Resources,Human Resources,1,3539,0,4,3,10,9,1,2,40-49,6-10 Years
0,34,Female,Sales,Sales Executive,2,6029,0,4,3,6,2,2,3,30-39,0-2 Years
1,21,Male,Sales,Sales Representative,1,2679,0,2,3,1,1,1,7,Under 30,0-2 Years
0,38,Female,Research & Development,Laboratory Technician,1,3702,0,3,3,5,5,0,6,30-39,3-5 Years
1,22,Female,Research & Development,Laboratory Technician,1,2398,1,1,3,1,1,0,8,Under 30,0-2 Years
0,31,Female,Sales,Sales Executive,2,5468,0,4,3,13,12,5,29,30-39,10+ Years
0,51,Female,Research & Development,Manager,3,13116,0,3,3,15,2,2,3,50+,0-2 Years
0,37,Male,Sales,Sales Executive,2,4189,0,2,3,5,5,0,9,30-39,3-5 Years
0,46,Male,Research & Development,Research Director,5,19328,1,4,3,24,2,2,2,40-49,0-2 Years
0,36,Male,Research & Development,Healthcare Representative,3,8321,1,1,3,15,12,5,10,30-39,10+ Years
1,44,Male,Research & Development,Research Scientist,1,2342,1,2,2,6,5,2,1,40-49,3-5 Years
0,37,Male,Human Resources,Human Resources,2,4071,0,2,2,19,10,4,8,30-39,6-10 Years
1,35,Male,Sales,Sales Executive,2,5813,1,4,3,10,10,7,27,30-39,6-10 Years
0,33,Male,Research & Development,Research Scientist,1,3143,0,1,3,14,10,7,8,30-39,6-10 Years
0,28,Male,Research & Development,Research Scientist,1,2044,0,4,4,5,5,0,1,Under 30,3-5 Years
0,39,Male,Research & Development,Research Director,3,13464,0,3,3,9,4,2,10,30-39,3-5 Years
0,46,Male,Sales,Sales Executive,2,7991,0,2,3,6,2,2,26,40-49,0-2 Years
0,40,Female,Research & Development,Laboratory Technician,1,3377,0,1,2,7,4,0,2,30-39,3-5 Years
0,42,Male,Research & Development,Healthcare Representative,2,5538,0,1,2,10,0,0,13,40-49,0-2 Years
0,35,Male,Research & Development,Manufacturing Director,2,5762,0,4,3,15,7,1,2,30-39,6-10 Years
0,38,Male,Human Resources,Human Resources,1,2592,0,2,3,13,11,3,2,30-39,10+ Years
1,34,Male,Research & Development,Laboratory Technician,2,5346,0,1,2,11,7,0,9,30-39,6-10 Years
1,37,Male,Research & Development,Manufacturing Director,2,4213,0,1,1,10,10,0,10,30-39,6-10 Years
0,39,Male,Sales,Sales Executive,2,4127,0,4,3,7,2,2,20,30-39,0-2 Years
0,43,Male,Research & Development,Research Scientist,1,2438,0,3,2,7,3,1,9,40-49,3-5 Years
0,41,Male,Research & Development,Healthcare Representative,2,6870,0,2,1,11,3,1,5,40-49,3-5 Years
0,41,Female,Sales,Sales Executive,3,10447,1,3,4,23,22,13,4,40-49,10+ Years
0,30,Female,Research & Development,Manufacturing Director,3,9667,0,3,3,9,7,0,10,Under 30,6-10 Years
1,26,Female,Human Resources,Human Resources,1,2148,1,2,3,6,5,1,20,Under 30,3-5 Years
1,46,Female,Research & Development,Healthcare Representative,2,8926,0,2,4,13,9,3,21,40-49,6-10 Years
0,40,Female,Research & Development,Healthcare Representative,2,6513,0,4,3,12,5,0,1,30-39,3-5 Years
0,34,Male,Sales,Sales Executive,2,6799,0,3,3,10,10,4,8,30-39,6-10 Years
0,58,Male,Sales,Manager,4,16291,0,2,2,37,16,14,2,50+,10+ Years
0,35,Male,Research & Development,Laboratory Technician,1,2705,0,3,4,6,5,0,23,30-39,3-5 Years
0,47,Female,Research & Development,Manufacturing Director,3,10333,1,2,3,28,22,14,4,40-49,10+ Years
0,40,Female,Research & Development,Healthcare Representative,2,4448,0,1,3,15,7,7,12,30-39,6-10 Years
0,54,Female,Research & Development,Research Scientist,2,6854,0,4,2,14,7,1,7,50+,6-10 Years
0,31,Female,Sales,Sales Executive,3,9637,0,1,3,9,3,2,7,30-39,3-5 Years
0,28,Female,Research & Development,Research Scientist,1,3591,0,1,3,3,3,1,1,Under 30,3-5 Years
0,38,Female,Sales,Sales Representative,2,5405,1,4,2,20,4,0,2,30-39,3-5 Years
0,26,Male,Sales,Sales Executive,2,4684,0,4,3,5,5,1,10,Under 30,3-5 Years
0,58,Male,Research & Development,Research Director,4,15787,1,3,3,23,2,2,15,50+,0-2 Years
0,18,Female,Research & Development,Research Scientist,1,1514,0,3,1,0,0,0,14,Under 30,0-2 Years
1,31,Male,Human Resources,Human Resources,1,2956,0,1,3,2,1,0,18,30-39,0-2 Years
1,29,Male,Human Resources,Human Resources,1,2335,1,1,3,4,2,2,13,Under 30,0-2 Years
0,45,Female,Sales,Sales Executive,2,5154,0,3,4,10,8,5,2,40-49,6-10 Years
0,36,Female,Research & Development,Research Scientist,2,6962,1,2,3,15,1,0,2,30-39,0-2 Years
0,43,Male,Sales,Sales Executive,2,5675,0,4,3,7,7,7,2,40-49,6-10 Years
0,27,Female,Research & Development,Laboratory Technician,1,2379,1,4,2,6,5,0,5,Under 30,3-5 Years
0,29,Male,Research & Development,Laboratory Technician,1,3812,0,4,4,11,11,3,20,Under 30,10+ Years
0,32,Male,Sales,Sales Executive,2,4648,0,4,4,4,0,0,10,30-39,0-2 Years
0,42,Male,Research & Development,Research Scientist,1,2936,0,3,2,10,6,3,10,40-49,6-10 Years
0,47,Female,Research & Development,Laboratory Technician,1,2105,0,3,3,7,2,2,9,40-49,0-2 Years
0,46,Male,Research & Development,Manufacturing Director,3,8578,0,4,2,12,9,4,2,40-49,6-10 Years
0,28,Male,Human Resources,Human Resources,1,2706,0,4,3,3,3,2,1,Under 30,3-5 Years
0,29,Male,Research & Development,Healthcare Representative,2,6384,0,3,3,11,7,1,29,Under 30,6-10 Years
0,42,Male,Research & Development,Laboratory Technician,1,3968,0,3,3,8,0,0,8,40-49,0-2 Years
1,32,Male,Sales,Sales Executive,2,9907,1,2,2,7,2,2,2,30-39,0-2 Years
0,46,Female,Sales,Sales Executive,4,13225,0,1,3,25,19,2,3,40-49,10+ Years
0,27,Female,Sales,Sales Representative,2,3540,0,3,3,9,9,5,23,Under 30,6-10 Years
0,29,Male,Human Resources,Human Resources,1,2804,0,2,3,1,1,0,6,Under 30,0-2 Years
0,43,Female,Research & Development,Manager,5,19392,0,3,3,21,16,6,6,40-49,10+ Years
0,48,Male,Research & Development,Research Director,5,19665,0,2,3,29,22,12,10,40-49,10+ Years
1,29,Male,Research & Development,Research Scientist,1,2439,1,4,2,1,1,1,24,Under 30,0-2 Years
1,46,Female,Sales,Sales Executive,3,7314,0,2,3,14,8,0,10,40-49,6-10 Years
0,27,Female,Research & Development,Research Scientist,1,4774,0,1,2,8,7,7,15,Under 30,6-10 Years
0,39,Male,Research & Development,Research Scientist,2,3902,0,4,3,7,2,2,19,30-39,0-2 Years
0,55,Male,Research & Development,Research Scientist,1,2662,0,4,4,19,5,0,2,50+,3-5 Years
0,28,Female,Sales,Sales Representative,1,2856,0,2,3,1,1,0,3,Under 30,0-2 Years
1,30,Male,Sales,Sales Representative,1,1081,0,4,2,1,1,0,9,Under 30,0-2 Years
1,22,Male,Research & Development,Research Scientist,1,2472,1,2,3,1,1,0,7,Under 30,0-2 Years
0,36,Female,Sales,Sales Executive,2,5673,1,3,3,10,10,1,10,30-39,6-10 Years
0,31,Male,Research & Development,Laboratory Technician,2,4197,0,3,3,10,10,0,20,30-39,6-10 Years
0,34,Male,Sales,Sales Executive,3,9713,1,4,3,9,5,1,4,30-39,3-5 Years
0,29,Male,Research & Development,Laboratory Technician,1,2062,0,1,3,11,3,1,7,Under 30,3-5 Years
0,37,Male,Research & Development,Research Scientist,2,4284,1,1,3,16,5,0,7,30-39,3-5 Years
0,35,Female,Research & Development,Manufacturing Director,2,4788,1,2,3,4,3,0,16,30-39,3-5 Years
0,45,Female,Research & Development,Manufacturing Director,2,5906,0,4,2,10,9,3,25,40-49,6-10 Years
0,36,Male,Human Resources,Human Resources,2,3886,0,4,2,10,10,0,2,30-39,6-10 Years
0,40,Male,Research & Development,Manager,4,16823,0,1,3,22,19,11,1,30-39,10+ Years
0,26,Female,Research & Development,Research Scientist,1,2933,1,3,2,1,1,1,1,Under 30,0-2 Years
0,27,Female,Sales,Sales Executive,2,6500,0,3,2,9,8,0,2,Under 30,6-10 Years
0,48,Female,Research & Development,Manager,4,17174,0,4,3,24,22,4,22,40-49,10+ Years
0,44,Male,Research & Development,Healthcare Representative,2,5033,0,1,3,10,2,2,1,40-49,0-2 Years
1,34,Male,Research & Development,Research Scientist,1,2307,1,1,3,5,5,3,16,30-39,3-5 Years
1,56,Male,Research & Development,Laboratory Technician,1,2587,0,4,3,5,4,1,24,50+,3-5 Years
0,36,Male,Sales,Sales Executive,2,5507,0,2,1,12,4,1,17,30-39,3-5 Years
0,41,Female,Sales,Sales Executive,2,4393,0,2,3,14,5,1,8,40-49,3-5 Years
0,42,Male,Research & Development,Research Director,3,13348,0,1,4,18,13,5,6,40-49,10+ Years
0,31,Female,Sales,Sales Executive,2,6583,1,4,3,8,5,1,10,30-39,3-5 Years
0,34,Female,Sales,Sales Executive,2,8103,1,4,2,9,4,0,3,30-39,3-5 Years
0,31,Female,Research & Development,Laboratory Technician,1,3978,0,3,2,4,2,2,4,30-39,0-2 Years
0,26,Male,Research & Development,Laboratory Technician,1,2544,0,4,3,8,7,7,6,Under 30,6-10 Years
0,45,Male,Research & Development,Healthcare Representative,2,5399,0,3,3,12,4,0,1,40-49,3-5 Years
0,33,Male,Sales,Sales Executive,2,5487,0,3,2,10,10,0,10,30-39,6-10 Years
0,28,Male,Sales,Sales Executive,2,6834,1,4,3,7,7,0,1,Under 30,6-10 Years
1,29,Male,Sales,Sales Representative,1,1091,0,1,3,1,1,0,24,Under 30,0-2 Years
0,39,Female,Sales,Sales Executive,2,5736,0,3,3,10,3,1,21,30-39,3-5 Years
0,27,Male,Research & Development,Research Scientist,1,2226,0,2,2,6,5,1,2,Under 30,3-5 Years
0,34,Male,Research & Development,Research Scientist,2,5747,1,4,3,16,15,6,22,30-39,10+ Years
1,28,Female,Sales,Sales Executive,2,9854,1,3,3,6,2,2,13,Under 30,0-2 Years
0,47,Male,Research & Development,Research Scientist,2,5467,0,2,4,16,8,1,14,40-49,6-10 Years
0,56,Female,Sales,Sales Executive,2,5380,0,1,3,6,0,0,11,50+,0-2 Years
0,39,Male,Research & Development,Manufacturing Director,2,5151,0,1,3,10,10,7,9,30-39,6-10 Years
0,38,Female,Research & Development,Research Scientist,2,2133,1,2,3,20,20,0,8,30-39,10+ Years
0,58,Female,Sales,Manager,4,17875,1,4,2,29,1,0,21,50+,0-2 Years
1,32,Female,Research & Development,Research Scientist,1,2432,1,3,3,8,4,0,5,30-39,3-5 Years
0,38,Male,Research & Development,Research Scientist,1,4771,0,4,4,10,5,0,9,30-39,3-5 Years
0,49,Male,Research & Development,Research Director,5,19161,0,4,3,28,5,4,2,40-49,3-5 Years
0,42,Male,Sales,Sales Executive,2,5087,1,4,3,14,0,0,12,40-49,0-2 Years
1,27,Female,Human Resources,Human Resources,1,2863,0,2,3,1,1,0,22,Under 30,0-2 Years
0,35,Male,Sales,Sales Executive,2,5561,0,1,1,6,5,0,18,30-39,3-5 Years
0,28,Male,Research & Development,Research Scientist,1,2144,0,3,2,5,5,1,16,Under 30,3-5 Years
0,31,Male,Research & Development,Research Scientist,1,3065,1,1,4,4,4,2,3,30-39,3-5 Years
0,36,Male,Research & Development,Laboratory Technician,1,2810,0,2,3,5,5,0,9,30-39,3-5 Years
0,34,Male,Sales,Sales Executive,3,9888,0,4,2,14,14,2,1,30-39,10+ Years
0,34,Male,Sales,Sales Executive,3,8628,0,3,2,9,8,1,13,30-39,6-10 Years
0,26,Male,Research & Development,Laboratory Technician,1,2867,0,1,2,8,7,7,1,Under 30,6-10 Years
0,29,Male,Research & Development,Healthcare Representative,2,5373,0,1,2,6,5,0,1,Under 30,3-5 Years
0,32,Female,Research & Development,Healthcare Representative,2,6667,0,4,3,9,5,1,15,30-39,3-5 Years
0,31,Male,Research & Development,Research Scientist,2,5003,0,1,3,10,10,8,1,30-39,6-10 Years
